WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  FXNO    TXFR                                            
longer.                 21     2     7     6    17  1308   161     6     6  1129      14
Every                  -99     0     0     0     0  1309     0     0     0     0       0
now                     21     2     3     3    26  1310   185     1     1  1130     107
and                    -99     0     0     0     0  1311     0     0     0     0       0
then,                  -99     0     0     0     0  1312     0     0     0     0       0
however,                21     2     8     7    39  1313   151     0     0  1131      38
there                   21     2     5     5    50  1314   336     2     2  1132     189
is                     -99     0     0     0     0  1315     0     0     0     0       0
a                       21     2     1     1    58  1316   270     1     1  1133    1434
crisis                  21     2     6     6    65  1317   204     6     6  1134      11
as                     -99     0     0     0     0  1318     0     0     0     0       0
the                     21     2     3     3    70  1319   166     1     1  1135    3511
the                     21     2     3     3    72  1319    94     3     3  1136    3511
walls                  -99     0     0     0     0  1320     0     0     0     0       0
of                     -99     0     0     0     0  1321     0     0     0     0       0
our                     21     3     3     3     4  1322   248     1     1  1137      84
prisons                -99     0     0     0     0  1323     0     0     0     0       0
begin                   21     3     5     5    18  1324   201     3     3  1138       6
to                     -99     0     0     0     0  1325     0     0     0     0       0
bow                     21     3     3     3    24  1326   500     0     0  1142       3
under                   21     3     5     5    29  1327   239     1     1  1139      32
the                    -99     0     0     0     0  1328     0     0     0     0       0
weight                  21     3     6     6    38  1329   184     0     0  1140       7
of                      21     3     2     2    45  1330   198     0     0  1143    1757
numbers                 21     3     7     7    49  1331   123     1     1  1141       6
numbers                 21     3     7     7    52  1331   205     4     4  1144       6
contained               21     3     9     9    60  1332   163     4     4  1145       4
therein.                21     3     8     7    66  1333   195     0     0  1146       1
Politicians             21     4    11    11     8  1334   159     8     8  1148      14
then                   -99     0     0     0     0  1335     0     0     0     0       0
scrabble                21     4     8     8    19  1336   218     2     2  1149       1
around                  21     4     6     6    28  1337   149     2     2  1150      31
for                    -99     0     0     0     0  1338     0     0     0     0       0
'tough'                 21     4     7     5    39  1339   257     2     1  1151       6
alternatives            21     4    12    12    46  1340   208     1     1  1152       2
alternatives            21     4    12    12    52  1340   143     7     7  1153       2
to                      21     4     2     2    60  1341   263     2     2  1154    1597
jail,                  -99     0     0     0     0  1342     0     0     0     0       0
which                   21     4     5     5    68  1343   170     1     1  1155     152
which                   21     4     5     5    70  1343   118     3     3  1156     152
they                   -99     0     0     0     0  1344     0     0     0     0       0
try                    -99     0     0     0     0  1345     0     0     0     0       0
to                     -99     0     0     0     0  1346     0     0     0     0       0
sell                    21     5     4     4    10  1347   299     3     3  1157       7
to                     -99     0     0     0     0  1348     0     0     0     0       0
a                      -99     0     0     0     0  1349     0     0     0     0       0
sceptical               21     5     9     9    21  1350   274     4     4  1158       3
sceptical               21     5     9     9    17  1350   168     0     0  1159       3
public,                -99     0     0     0     0  1351     0     0     0     0       0
educated                21     5     8     8    37  1352   232     2     2  1160       2
only                    21     5     4     4    47  1353   166     3     3  1161      97
in                     -99     0     0     0     0  1354     0     0     0     0       0
a                      -99     0     0     0     0  1355     0     0     0     0       0
simple                  21     5     6     6    56  1356   199     2     2  1162       6
lock-'em-up             21     5    11    11    62  1357   259     1     1  1163     -99
lock-'em-up             21     5    11    11    66  1357   201     5     5  1164     -99
lock-'em-up             21     5    11    11    71  1357   171    10    10  1165     -99
logic                   21     5     5     5    74  1358   581     1     1  1166       3
that                    22     1     4     4     4  1359   254     4     4  1168     871
reached                 22     1     7     7    11  1360   316     6     6  1169       5
its                    -99     0     0     0     0  1361     0     0     0     0       0
conclusion              22     1    10    10    21  1362   212     4     4  1170       7
in                     -99     0     0     0     0  1363     0     0     0     0       0
the                     22     1     3     3    31  1364   112     0     0  1171    3511
bone-jarring            22     1    12    12    39  1365   348     4     4  1173     -99
bone-jarring            22     1    12    12    42  1365   189     7     7  1174     -99
stupidity               22     1     9     9    51  1366   261     3     3  1175       1
of                     -99     0     0     0     0  1367     0     0     0     0       0
Michael                 22     1     7     7    63  1368   233     2     2  1176       4
Howard's                22     1     8     8    71  1369   181     2     2  1177     -99
'prison                 22     2     7     6     5  1370   199     5     4  1178      23
works'                  22     2     6     5    11  1371   316     3     3  1179       8
slogan.                 22     2     7     6    18  1372   494     3     3  1180       1
The                    -99     0     0     0     0  1373     0     0     0     0       0
prison-building         22     2    15    15    30  1374   213     3     3  1181     -99
prison-building         22     2    15    15    35  1374   238     8     8  1182     -99
prison-building         22     2    15    15    34  1374   313     7     7  1186     -99
prison-building         22     2    15    15    40  1374    51    13    13  1187     -99
programme               22     2     9     9    43  1375   277     0     0  1183       8
programme               22     2     9     9    48  1375   286     5     5  1184       8
programme               22     2     9     9    50  1375   125     7     7  1188       8
then                    22     2     4     4    55  1376   178     2     2  1185      71
then                    22     2     4     4    54  1376   226     1     1  1189      71
catches                 22     2     7     7    61  1377   230     3     3  1190       1
catches                 22     2     7     7    65  1377   147     7     7  1191       1
up                     -99     0     0     0     0  1378     0     0     0     0       0
with                    22     2     4     4    71  1379   172     2     2  1192     393
the                    -99     0     0     0     0  1380     0     0     0     0       0
prison                 -99     0     0     0     0  1381     0     0     0     0       0
population,             22     3    11    10     7  1382   278     0     0  1193      11
and                    -99     0     0     0     0  1383     0     0     0     0       0
we                     -99     0     0     0     0  1384     0     0     0     0       0
resume                  22     3     6     6    26  1385   275     0     0  1194       1
resume                  22     3     6     6    32  1385   120     6     6  1195       1
resume                  22     3     6     6    29  1385   490     3     3  1205       1
the                     22     3     3     3    34  1386   300     1     1  1196    3511
the                     22     3     3     3    34  1386   248     1     1  1206    3511
zig-zag                 22     3     7     7    40  1387   211     3     3  1200     -99
zig-zag                 22     3     7     7    37  1387   214     0     0  1201     -99
zig-zag                 22     3     7     7    40  1387   175     3     3  1207     -99
which                   22     3     5     5    47  1388   175     2     2  1197     152
which                   22     3     5     5    48  1388   200     3     3  1202     152
which                   22     3     5     5    48  1388   169     3     3  1208     152
has                    -99     0     0     0     0  1389     0     0     0     0       0
given                   22     3     5     5    55  1390    95     0     0  1203      20
given                   22     3     5     5    60  1390   264     5     5  1209      20
us                      22     3     2     2    61  1391   167     0     0  1198      86
the                     22     3     3     3    65  1392   165     1     1  1210    3511
least                   22     3     5     5    70  1393   206     2     2  1199      26
least                   22     3     5     5    68  1393   220     0     0  1211      26
successful              22     4    10    10     5  1394   250     5     5  1212      15
prison                  22     4     6     6    15  1395   264     4     4  1213      23
policy                  22     4     6     6    22  1396   280     4     4  1214      23
in                     -99     0     0     0     0  1397     0     0     0     0       0
Europe.                 22     4     7     6    29  1398   191     1     1  1215      18
The                     22     4     3     3    43  1399   226     3     3  1217    3511
election                22     4     8     8    50  1400   279     6     6  1216       5
of                      22     4     2     2    54  1401   182     1     1  1218    1757
a                       22     4     1     1    57  1402    88     1     1  1219    1434
Labour                 -99     0     0     0     0  1403     0     0     0     0       0
government             -99     0     0     0     0  1404     0     0     0     0       0
committed               22     5     9     9     6  1405   191     6     6  1220       3
to                     -99     0     0     0     0  1406     0     0     0     0       0
being                  -99     0     0     0     0  1407     0     0     0     0       0
tough                  -99     0     0     0     0  1408     0     0     0     0       0
on                      22     5     2     2    25  1409   199     0     0  1221     417
the                    -99     0     0     0     0  1410     0     0     0     0       0
causes                  22     5     6     6    34  1411   269     2     2  1222       6
of                     -99     0     0     0     0  1412     0     0     0     0       0
crime                   22     5     5     5    47  1413   175     5     5  1223      13
was                    -99     0     0     0     0  1414     0     0     0     0       0
a                      -99     0     0     0     0  1415     0     0     0     0       0
chance                  22     5     6     6    59  1416   204     5     5  1224      11
to                     -99     0     0     0     0  1417     0     0     0     0       0
break                   22     5     5     5    68  1418   184     4     4  1225       5
this                    22     5     4     4    74  1419   207     4     4  1227     293
self-                   22     5     5     5    76  1420   170     1     1  1226       1
defeating               23     1     9     9     0  1421   222     0     0  1228       1
sequence.               23     1     9     8    10  1422   197     0     0  1229       1
sequence.               23     1     9     8    15  1422   128     5     5  1230       1
Unfortunately,          23     1    14    13    33  1423   146    13    13  1231       2
Tony                   -99     0     0     0     0  1424     0     0     0     0       0
Blair's                 23     1     7     7    42  1425   184     2     2  1232     -99
first                   23     1     5     5    48  1426    83     0     0  1233      87
first                   23     1     5     5    50  1426   243     2     2  1234      87
first                   23     1     5     5    50  1426    76     2     2  1235      87
first                   23     1     5     5    51  1426   160     3     3  1237      87
Home                    23     1     4     4    58  1427   259     4     4  1236      19
Secretary,              23     1    10     9    67  1428   143     8     8  1238      13
Jack                   -99     0     0     0     0  1429     0     0     0     0       0
Straw,                  23     2     6     5     6  1430   221     6     6  1239       6
lacked                  23     2     6     6    11  1431   330     4     4  1243       2
the                     23     2     3     3    17  1432   208     3     3  1240    3511
courage                 23     2     7     7    25  1433   180     7     7  1241       2
to                     -99     0     0     0     0  1434     0     0     0     0       0
seize                   23     2     5     5    32  1435   150     3     3  1242       2
seize                   23     2     5     5    32  1435   188     3     3  1244       2
it.                    -99     0     0     0     0  1436     0     0     0     0       0
David                   23     2     5     5    44  1437   155     5     5  1245      12
Blunkett               -99     0     0     0     0  1438     0     0     0     0       0
is                      23     2     2     2    56  1439    79     2     2  1246     717
a                      -99     0     0     0     0  1440     0     0     0     0       0
more                   -99     0     0     0     0  1441     0     0     0     0       0
adventurous             23     2    11    11    65  1442   184     1     1  1247       2
figure                  23     3     6     6     4  1443   244     4     4  1248       6
and                    -99     0     0     0     0  1444     0     0     0     0       0
shows                  -99     0     0     0     0  1445     0     0     0     0       0
some                    23     3     4     4    20  1446   187     3     3  1249      86
signs                  -99     0     0     0     0  1447     0     0     0     0       0
of                      23     3     2     2    28  1448   192     0     0  1250    1757
being                  -99     0     0     0     0  1449     0     0     0     0       0
willing                 23     3     7     7    40  1450   205     3     3  1251       4
to                     -99     0     0     0     0  1451     0     0     0     0       0
challenge               23     3     9     9    50  1452   190     2     2  1252       3
the                    -99     0     0     0     0  1453     0     0     0     0       0
assumptions             23     3    11    11    63  1454   207     1     1  1253       2
of                      23     3     2     2    74  1455   122     0     0  1254    1757
the                    -99     0     0     0     0  1456     0     0     0     0       0
past,                   23     4     5     4     5  1457   166     5     5  1255      27
past,                   23     4     5     4     3  1457   184     3     3  1256      27
but                     23     4     3     3     7  1458   183     1     1  1281     325
he                     -99     0     0     0     0  1459     0     0     0     0       0
still                  -99     0     0     0     0  1460     0     0     0     0       0
poses                   23     4     5     5    21  1461   215     2     2  1257       2
poses                   23     4     5     5    24  1461   224     5     5  1264       2
poses                   23     4     5     5    24  1461   194     5     5  1267       2
poses                   23     4     5     5    20  1461   203     1     1  1280       2
poses                   23     4     5     5    20  1461   285     1     1  1283       2
too                     23     4     3     3    27  1462   181     2     2  1284      56
often                   23     4     5     5    29  1463   243     0     0  1262      31
often                   23     4     5     5    29  1463    88     0     0  1263      31
often                   23     4     5     5    32  1463   211     3     3  1274      31
often                   23     4     5     5    33  1463   124     4     4  1277      31
often                   23     4     5     5    29  1463   125     0     0  1279      31
often                   23     4     5     5    32  1463   368     3     3  1285      31
often                   23     4     5     5    34  1463   517     5     5  1286      31
often                   23     4     5     5    32  1463   104     3     3  1287      31
often                   23     4     5     5    34  1463   452     5     5  1288      31
often                   23     4     5     5    32  1463   401     3     3  1289      31
often                   23     4     5     5    32  1463   154     3     3  1296      31
for                     23     4     3     3    35  1464   174     0     0  1268     519
for                     23     4     3     3    38  1464   249     3     3  1272     519
for                     23     4     3     3    36  1464   308     1     1  1273     519
for                     23     4     3     3    36  1464   358     1     1  1275     519
for                     23     4     3     3    38  1464   191     3     3  1278     519
for                     23     4     3     3    36  1464    73     1     1  1290     519
for                     23     4     3     3    36  1464   230     1     1  1295     519
the                     23     4     3     3    41  1465   213     2     2  1269    3511
unitive                 23     4     7     7    43  1466   218     0     0  1265       1
unitive                 23     4     7     7    50  1466   189     7     7  1266       1
unitive                 23     4     7     7    43  1466   639     0     0  1270       1
unitive                 23     4     7     7    43  1466    99     0     0  1291       1
unitive                 23     4     7     7    49  1466   177     6     6  1293       1
unitive                 23     4     7     7    46  1466   325     3     3  1294       1
gallery.                23     4     8     7    57  1467   372     6     6  1292       4
At                     -99     0     0     0     0  1468     0     0     0     0       0
least                   23     4     5     5    71  1469   155     4     4  1259      26
least                   23     4     5     5    69  1469   282     2     2  1297      26
least                   23     4     5     5    72  1469   182     5     5  1298      26
he                      23     4     2     2    74  1470   198     1     1  1260     265
he                      23     4     2     2    75  1470    83     2     2  1299     265
will                   -99     0     0     0     0  1471     0     0     0     0       0
have                   -99     0     0     0     0  1472     0     0     0     0       0
no                     -99     0     0     0     0  1473     0     0     0     0       0
difficulty              23     5    10    10    18  1474   207    10    10  1300       3
in                     -99     0     0     0     0  1475     0     0     0     0       0
rejecting               23     5     9     9    28  1476   206     6     6  1301       1
a                      -99     0     0     0     0  1477     0     0     0     0       0
demand                  23     5     6     6    40  1478   255     6     6  1302       2
from                    23     5     4     4    44  1479   236     3     3  1309     248
from                    23     5     4     4    42  1479   327     1     1  1310     248
from                    23     5     4     4    44  1479   277     3     3  1311     248
the                    -99     0     0     0     0  1480     0     0     0     0       0
Prison                  23     5     6     6    55  1481   254     5     5  1303      23
Prison                  23     5     6     6    56  1481   106     6     6  1307      23
Prison                  23     5     6     6    53  1481   191     3     3  1308      23
Governors'              23     5    10     9    62  1482   340     5     5  1306       2
Association             23     5    11    11    69  1483   256     1     1  1304       5
Association             23     5    11    11    74  1483   215     6     6  1305       5
to                     -99     0     0     0     0  1484     0     0     0     0       0
take                    24     1     4     4     5  1485   208     2     2  1313      42
away                   -99     0     0     0     0  1486     0     0     0     0       0
from                   -99     0     0     0     0  1487     0     0     0     0       0
magistrates             24     1    11    11    19  1488   233     1     1  1314       1
magistrates             24     1    11    11    27  1488   235     9     9  1316       1
altogether              24     1    10    10    32  1489   202     2     2  1315       3
the                     24     1     3     3    43  1490   206     2     2  1317    3511
power                   24     1     5     5    50  1491   192     5     5  1318      13
to                     -99     0     0     0     0  1492     0     0     0     0       0
hand                   -99     0     0     0     0  1493     0     0     0     0       0
down                    24     1     4     4    60  1494   198     1     1  1319      38
custodial               24     1     9     9    65  1495   261     1     1  1320       3
sentences.              24     2    10     9     0  1496   141     0     0  1321       3
But                    -99     0     0     0     0  1497     0     0     0     0       0
will                    24     2     4     4    19  1498    89     4     4  1324     210
will                    24     2     4     4    18  1498   168     3     3  1328     210
will                    24     2     4     4    15  1498   174     0     0  1329     210
he                      24     2     2     2    20  1499   243     0     0  1323     265
he                      24     2     2     2    22  1499   273     2     2  1330     265
use                    -99     0     0     0     0  1500     0     0     0     0       0
this                    24     2     4     4    28  1501   212     1     1  1325     293
crisis                  24     2     6     6    33  1502   232     1     1  1326      11
to                     -99     0     0     0     0  1503     0     0     0     0       0
ask                     24     2     3     3    44  1504   158     2     2  1327      13
ask                     24     2     3     3    43  1504   238     1     1  1331      13
deeper                  24     2     6     6    51  1505   175     5     5  1332       2
questions              -99     0     0     0     0  1506     0     0     0     0       0
about                   24     2     5     5    64  1507   209     1     1  1333     164
why                     24     2     3     3    69  1508   188     0     0  1335      35
so                      24     2     2     2    73  1509   134     0     0  1334     154
so                      24     2     2     2    74  1509   185     1     1  1336     154
many                   -99     0     0     0     0  1510     0     0     0     0       0
people                 -99     0     0     0     0  1511     0     0     0     0       0
are                     24     3     3     3     9  1512    55     2     2  1338     351
in                     -99     0     0     0     0  1513     0     0     0     0       0
prison,                 24     3     7     6    16  1514   190     2     2  1343      23
prison,                 24     3     7     6    20  1514   182     6     6  1344      23
and                     24     3     3     3    23  1515   223     1     1  1339    1283
whether                 24     3     7     7    33  1516    84     7     7  1340      37
they                   -99     0     0     0     0  1517     0     0     0     0       0
should                  24     3     6     6    40  1518   333     1     1  1341      88
be?                    -99     0     0     0     0  1519     0     0     0     0       0
One                    -99     0     0     0     0  1520     0     0     0     0       0
of                     -99     0     0     0     0  1521     0     0     0     0       0
the                    -99     0     0     0     0  1522     0     0     0     0       0
causes                  24     3     6     6    67  1523   140     2     2  1346       6
causes                  24     3     6     6    67  1523   190     2     2  1349       6
of                     -99     0     0     0     0  1524     0     0     0     0       0
the                    -99     0     0     0     0  1525     0     0     0     0       0
rise                   -99     0     0     0     0  1526     0     0     0     0       0
in                     -99     0     0     0     0  1527     0     0     0     0       0
the                    -99     0     0     0     0  1528     0     0     0     0       0
prison                 -99     0     0     0     0  1529     0     0     0     0       0
population              24     4    10    10    21  1530   156     2     2  1352      11
in                     -99     0     0     0     0  1531     0     0     0     0       0
the                    -99     0     0     0     0  1532     0     0     0     0       0
past                    24     4     4     4    37  1533   223     0     0  1353      27
seven                  -99     0     0     0     0  1534     0     0     0     0       0
years                   24     4     5     5    49  1535   154     1     1  1354     104
has                    -99     0     0     0     0  1536     0     0     0     0       0
been                    24     4     4     4    62  1537   168     4     4  1355     178
the                    -99     0     0     0     0  1538     0     0     0     0       0
growth                  24     4     6     6    68  1539   105     1     1  1356      11
of                     -99     0     0     0     0  1540     0     0     0     0       0
illegal                 24     5     7     7     6  1541   163     6     6  1358       2
drug                   -99     0     0     0     0  1542     0     0     0     0       0
use,                   -99     0     0     0     0  1543     0     0     0     0       0
with                    24     5     4     4    19  1544   235     1     1  1359     393
crack                  -99     0     0     0     0  1545     0     0     0     0       0
cocaine                 24     5     7     7    32  1546   190     3     3  1360       2
a                      -99     0     0     0     0  1547     0     0     0     0       0
particular              24     5    10    10    41  1548   240     2     2  1361      13
problem.                24     5     8     7    51  1549   153     1     1  1362      24
This                    24     5     4     4    62  1550   235     3     3  1363     293
This                    24     5     4     4    59  1550   299     0     0  1364     293
week's                 -99     0     0     0     0  1551     0     0     0     0       0
suggestion              25     1    10    10     0  1552   189     0     0  1365       3
suggestion              25     1    10    10     4  1552   216     4     4  1366       3
that                   -99     0     0     0     0  1553     0     0     0     0       0
shock                   25     1     5     5    16  1554   172     0     0  1367       3
tactics                 25     1     7     7    24  1555   210     2     2  1368       1
should                  25     1     6     6    36  1556    82     6     6  1369      88
be                     -99     0     0     0     0  1557     0     0     0     0       0
used                   -99     0     0     0     0  1558     0     0     0     0       0
to                      25     1     2     2    47  1559   293     2     2  1371    1597
discourage              25     1    10    10    55  1560   227     7     7  1372       1
young                   25     1     5     5    63  1561   164     4     4  1373      43
people                  25     1     6     6    71  1562   188     6     6  1374      90
from                   -99     0     0     0     0  1563     0     0     0     0       0
trying                  25     2     6     6     4  1564   217     4     4  1375      23
heroin                 -99     0     0     0     0  1565     0     0     0     0       0
is                      25     2     2     2    14  1566   216     0     0  1376     717
off                    -99     0     0     0     0  1567     0     0     0     0       0
the                     25     2     3     3    24  1568   281     3     3  1377    3511
the                     25     2     3     3    21  1568   225     0     0  1378    3511
point.                 -99     0     0     0     0  1569     0     0     0     0       0
Information             25     2    11    11    37  1570   234     5     5  1379       6
is                      25     2     2     2    45  1571   196     1     1  1381     717
important,              25     2    10     9    48  1572   229     1     1  1380      20
but                    -99     0     0     0     0  1573     0     0     0     0       0
the                     25     2     3     3    62  1574   187     0     0  1382    3511
interplay               25     2     9     9    69  1575   221     3     3  1383       1
between                 25     3     7     7     5  1576   177     5     5  1384      42
the                    -99     0     0     0     0  1577     0     0     0     0       0
desire                  25     3     6     6    17  1578   193     5     5  1385       3
to                     -99     0     0     0     0  1579     0     0     0     0       0
escape                  25     3     6     6    27  1580   138     5     5  1386      10
reality                -99     0     0     0     0  1581     0     0     0     0       0
and                    -99     0     0     0     0  1582     0     0     0     0       0
addiction              -99     0     0     0     0  1583     0     0     0     0       0
is                     -99     0     0     0     0  1584     0     0     0     0       0
more                   -99     0     0     0     0  1585     0     0     0     0       0
complex                -99     0     0     0     0  1586     0     0     0     0       0
than                    25     3     4     4    69  1587   182     2     2  1387     123
a                       25     3     1     1    72  1588   240     0     0  1388    1434
simple                 -99     0     0     0     0  1589     0     0     0     0       0
Pavlovian               25     4     9     9     9  1590   231     9     9  1396       1
model.                  25     4     6     5    14  1591   184     4     4  1395       1
Medicalising            25     4    12    12    19  1592   177     2     2  1394       1
Medicalising            25     4    12    12    22  1592   198     5     5  1397       1
addiction               25     4     9     9    34  1593   182     4     4  1389       8
addiction               25     4     9     9    32  1593   128     2     2  1393       8
addiction               25     4     9     9    36  1593   193     6     6  1398       8
rather                  25     4     6     6    45  1594   198     5     5  1390      42
rather                  25     4     6     6    42  1594   188     2     2  1399      42
than                   -99     0     0     0     0  1595     0     0     0     0       0
keeping                 25     4     7     7    59  1596   206     7     7  1391       1
keeping                 25     4     7     7    56  1596   142     4     4  1392       1
keeping                 25     4     7     7    52  1596   104     0     0  1400       1
it                     -99     0     0     0     0  1597     0     0     0     0       0
in                     -99     0     0     0     0  1598     0     0     0     0       0
the                    -99     0     0     0     0  1599     0     0     0     0       0
criminal                25     4     8     8    73  1600   191     3     3  1401       6
criminal                25     4     8     8    72  1600   112     2     2  1402       6
underworld              25     5    10    10     6  1601   240     6     6  1403       1
underworld              25     5    10    10     4  1601   517     4     4  1404       1
underworld              25     5    10    10     7  1601   274     7     7  1405       1
offers                 -99     0     0     0     0  1602     0     0     0     0       0
the                     25     5     3     3    18  1603   172     0     0  1406    3511
best                    25     5     4     4    25  1604   355     3     3  1407      23
best                    25     5     4     4    24  1604   162     2     2  1408      23
hope                    25     5     4     4    29  1605   264     2     2  1412      14
both                    25     5     4     4    35  1606   241     3     3  1409      25
both                    25     5     4     4    33  1606   146     1     1  1411      25
of                     -99     0     0     0     0  1607     0     0     0     0       0
controlling             25     5    11    11    40  1608   189     0     0  1410       1
controlling             25     5    11    11    50  1608   223    10    10  1413       1
hard-drug               25     5     9     9    53  1609    82     1     1  1414     -99
hard-drug               25     5     9     9    60  1609   193     8     8  1415     -99
use                     25     5     3     3    64  1610   286     2     2  1418      28
and                     25     5     3     3    66  1611   161     0     0  1416    1283
of                      25     5     2     2    70  1612   178     0     0  1417    1757
limiting               -99     0     0     0     0  1613     0     0     0     0       0
the                     26     1     3     3    10  1614   167     1     1  1429    3511
effect                  26     1     6     6    14  1615   212     1     1  1430      12
on                      26     1     2     2    22  1616   201     2     2  1431     417
crime.                  26     1     6     5    25  1617   183     2     2  1432      13
If                     -99     0     0     0     0  1618     0     0     0     0       0
people                  26     1     6     6    37  1619   139     0     0  1434      90
people                  26     1     6     6    42  1619   170     5     5  1435      90
who                    -99     0     0     0     0  1620     0     0     0     0       0
have                    26     1     4     4    49  1621   217     1     1  1436     361
problems                26     1     8     8    55  1622   279     2     2  1437       7
with                    26     1     4     4    63  1623   200     1     1  1438     393
illegal                 26     1     7     7    67  1624   123     0     0  1439       2
drugs,                 -99     0     0     0     0  1625     0     0     0     0       0
alcohol                 26     2     7     7     9  1626   263     2     2  1440      11
or                      26     2     2     2    15  1627   162     0     0  1441     194
mental                  26     2     6     6    23  1628   206     5     5  1442       2
health                  26     2     6     6    29  1629   152     4     4  1443      12
were                    26     2     4     4    36  1630   137     4     4  1444     106
taken                   26     2     5     5    41  1631    84     4     4  1445      21
out                     26     2     3     3    45  1632   126     2     2  1446     113
of                      26     2     2     2    48  1633   116     1     1  1447    1757
our                     26     2     3     3    52  1634   141     2     2  1448      84
prisons,                26     2     8     7    54  1635   134     0     0  1449       5
prisons,                26     2     8     7    57  1635   147     3     3  1450       5
there                   26     2     5     5    64  1636   133     1     1  1451     189
would                   26     2     5     5    70  1637   200     1     1  1452     146
be                     -99     0     0     0     0  1638     0     0     0     0       0
hardly                 -99     0     0     0     0  1639     0     0     0     0       0
anyone                  26     3     6     6    13  1640   201     6     6  1454       9
anyone                  26     3     6     6    13  1640    53     6     6  1462       9
left.                   26     3     5     4    15  1641   242     1     1  1453      20
left.                   26     3     5     4    16  1641   292     2     2  1459      20
left.                   26     3     5     4    14  1641   573     0     0  1461      20
left.                   26     3     5     4    18  1641   210     4     4  1463      20
When                    26     3     4     4    22  1642   205     2     2  1458     144
When                    26     3     4     4    20  1642   154     0     0  1460     144
it                      26     3     2     2    27  1643   226     2     2  1455     544
comes                   26     3     5     5    32  1644   207     4     4  1456       8
comes                   26     3     5     5    31  1644   164     3     3  1470       8
comes                   26     3     5     5    28  1644   124     0     0  1471       8
to                      26     3     2     2    34  1645   290     0     0  1457    1597
to                      26     3     2     2    35  1645   219     1     1  1464    1597
to                      26     3     2     2    36  1645   112     2     2  1469    1597
the                    -99     0     0     0     0  1646     0     0     0     0       0
wider                   26     3     5     5    43  1647   155     2     2  1465       8
wider                   26     3     5     5    42  1647   165     1     1  1468       8
wider                   26     3     5     5    44  1647   188     3     3  1472       8
wider                   26     3     5     5    46  1647   200     5     5  1477       8
causes                  26     3     6     6    53  1648   224     6     6  1467       6
causes                  26     3     6     6    50  1648   230     3     3  1473       6
causes                  26     3     6     6    49  1648   182     2     2  1474       6
causes                  26     3     6     6    49  1648   147     2     2  1476       6
of                      26     3     2     2    55  1649   197     1     1  1466    1757
crime,                 -99     0     0     0     0  1650     0     0     0     0       0
however,                26     3     8     7    65  1651   268     1     1  1475      38
one                    -99     0     0     0     0  1652     0     0     0     0       0
of                     -99     0     0     0     0  1653     0     0     0     0       0
the                    -99     0     0     0     0  1654     0     0     0     0       0
best                   -99     0     0     0     0  1655     0     0     0     0       0
places                  26     4     6     6    14  1656   138     5     5  1480       9
places                  26     4     6     6    12  1656   112     3     3  1481       9
to                      26     4     2     2    18  1657   204     2     2  1482    1597
start                  -99     0     0     0     0  1658     0     0     0     0       0
is                     -99     0     0     0     0  1659     0     0     0     0       0
prison                  26     4     6     6    29  1660   168     1     1  1483      23
itself.                 26     4     7     6    36  1661   174     1     1  1484      17
itself.                 26     4     7     6    42  1661   157     7     7  1485      17
With                   -99     0     0     0     0  1662     0     0     0     0       0
58                      26     4     2     2    50  1663   178     2     2  1486     -99
per                     26     4     3     3    53  1664   182     2     2  1487      36
cent                   -99     0     0     0     0  1665     0     0     0     0       0
of                      26     4     2     2    60  1666   187     0     0  1488    1757
inmates                 26     4     7     7    66  1667   191     3     3  1489       1
recorded                26     4     8     8    72  1668   156     1     1  1490       1
as                     -99     0     0     0     0  1669     0     0     0     0       0
reoffending             26     5    11    11    10  1670   209     7     7  1491       2
within                 -99     0     0     0     0  1671     0     0     0     0       0
two                     26     5     3     3    23  1672   300     1     1  1492      43
years                  -99     0     0     0     0  1673     0     0     0     0       0
of                     -99     0     0     0     0  1674     0     0     0     0       0
release,                26     5     8     7    36  1675   157     1     1  1493       4
prison                  26     5     6     6    44  1676   144     0     0  1494      23
clearly                 26     5     7     7    52  1677   190     1     1  1495      14
clearly                 26     5     7     7    57  1677   126     6     6  1500      14
does                    26     5     4     4    59  1678   230     0     0  1496      45
does                    26     5     4     4    61  1678   303     2     2  1499      45
not                     26     5     3     3    67  1679   225     3     3  1497     277
not                     26     5     3     3    65  1679   159     1     1  1501     277
work.                   26     5     5     4    69  1680   101     1     1  1478      32
work.                   26     5     5     4    71  1680   111     3     3  1479      32
work.                   26     5     5     4    70  1680   112     2     2  1498      32
work.                   26     5     5     4    71  1680   184     3     3  1502      32
work.                   26     5     5     4    71  1680    12     3     3  1503      32
A                      -99     0     0     0     0  1681     0     0     0     0       0
brave                  -99     0     0     0     0  1682     0     0     0     0       0
Home                   -99     0     0     0     0  1683     0     0     0     0       0
Secretary               27     1     9     9    18  1684   179     7     7  1504      13
would                   27     1     5     5    21  1685   127     0     0  1505     146
would                   27     1     5     5    22  1685   419     1     1  1506     146
conclude                27     1     8     8    33  1686   260     6     6  1507       1
that                   -99     0     0     0     0  1687     0     0     0     0       0
prison                  27     1     6     6    41  1688   182     0     0  1508      23
obviously               27     1     9     9    48  1689   189     0     0  1509       5
obviously               27     1     9     9    52  1689   170     4     4  1510       5
reinforces              27     1    10    10    59  1690   178     1     1  1511       2
reinforces              27     1    10    10    64  1690   173     6     6  1512       2
many                    27     1     4     4    71  1691   234     2     2  1513      81
